price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,semi-furnished,unfurnished,areaperbedroom,bbratio
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,1,1333.3333333333333,0.3333333333333333
4893000,4995,4,2,1,1,0,1,0,0,0,0,1,0,1248.75,0.5
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,1,1592.5,0.5
4200000,4600,3,2,2,1,0,0,0,1,1,0,1,0,1533.333333333333,0.6666666666666666
6895000,7700,3,2,1,1,0,0,0,0,2,0,0,1,2566.6666666666665,0.6666666666666666
4613000,4510,4,2,2,1,0,1,0,0,0,0,1,0,1127.5,0.5
3640000,4130,3,2,2,1,0,0,0,0,2,0,1,0,1376.666666666667,0.6666666666666666
3640000,3520,2,2,1,1,0,1,0,0,0,0,1,0,1760.0,1.0
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,1,1965.0,0.5
6090000,6615,4,2,2,1,1,0,1,0,1,0,1,0,1653.75,0.5
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,0,2250.0,0.5
4543000,4990,4,2,2,1,1,1,0,0,0,1,0,0,1247.5,0.5
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,0,1740.0,0.5
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,1,984.3333333333335,0.3333333333333333
2800000,3960,3,1,1,1,0,0,0,0,0,0,0,0,1320.0,0.3333333333333333
4123000,6060,2,1,1,1,0,1,0,0,1,0,1,0,3030.0,0.5
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,0,1033.3333333333333,0.3333333333333333
5950000,7020,3,1,1,1,0,1,0,1,2,1,1,0,2340.0,0.3333333333333333
7700000,6480,3,2,4,1,0,0,0,1,2,0,0,1,2160.0,0.6666666666666666
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,1,1800.0,0.5
6300000,6000,4,2,4,1,0,0,0,0,1,0,1,0,1500.0,0.5
7455000,4300,3,2,2,1,0,1,0,0,1,0,0,1,1433.333333333333,0.6666666666666666
4200000,4500,3,1,1,1,0,1,0,0,0,0,0,0,1500.0,0.3333333333333333
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,0,1040.0,0.3333333333333333
4200000,2610,4,3,2,0,0,0,0,0,0,0,1,0,652.5,0.75
6125000,6420,3,1,3,1,0,1,0,0,0,1,0,1,2140.0,0.3333333333333333
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,1,1900.0,0.5
4060000,3000,4,1,3,1,0,1,0,1,2,0,1,0,750.0,0.25
4690000,4320,3,1,1,1,0,0,0,0,0,1,1,0,1440.0,0.3333333333333333
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,1,1210.0,1.0
5810000,5828,4,1,4,1,1,0,0,0,0,0,1,0,1457.0,0.25
5740000,5400,4,2,2,1,0,0,0,1,2,0,0,1,1350.0,0.5
3360000,3185,2,1,1,1,0,1,0,0,2,0,0,0,1592.5,0.5
8960000,8500,3,2,4,1,0,0,0,1,2,0,0,0,2833.333333333333,0.6666666666666666
6020000,8000,3,1,1,1,1,1,0,1,2,1,1,0,2666.6666666666665,0.3333333333333333
10850000,7500,3,3,1,1,0,1,0,1,2,1,1,0,2500.0,1.0
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,1,1213.3333333333333,0.6666666666666666
5950000,6420,3,1,1,1,0,1,0,1,0,1,0,0,2140.0,0.3333333333333333
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,1,1633.333333333333,0.3333333333333333
7560000,6000,3,2,3,1,0,0,0,1,0,0,1,0,2000.0,0.6666666666666666
4900000,4646,3,1,2,1,1,1,0,0,2,0,1,0,1548.666666666667,0.3333333333333333
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,0,1030.0,0.3333333333333333
5250000,5300,4,2,1,1,0,0,0,1,0,1,0,1,1325.0,0.5
4480000,4510,4,1,2,1,0,0,0,1,2,0,1,0,1127.5,0.25
7000000,11175,3,1,1,1,0,1,0,1,1,1,0,0,3725.0,0.3333333333333333
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,1,1333.3333333333333,0.3333333333333333
4690000,5170,3,1,4,1,0,0,0,1,0,0,1,0,1723.333333333333,0.3333333333333333
6510000,8250,3,2,3,1,0,0,0,1,0,0,0,0,2750.0,0.6666666666666666
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,0,1800.0,0.5
5523000,6900,3,1,1,1,1,1,0,0,0,1,1,0,2300.0,0.3333333333333333
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,1,2025.0,0.5
4025000,3630,3,2,2,1,0,0,1,0,2,0,1,0,1210.0,0.6666666666666666
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,1,1664.0,0.6666666666666666
4830000,6040,3,1,1,1,0,0,0,0,2,1,1,0,2013.333333333333,0.3333333333333333
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,0,1060.0,0.3333333333333333
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,0,1925.0,0.5
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,0,2020.0,0.5
4550000,8400,4,1,4,1,0,0,0,0,3,0,0,1,2100.0,0.25
6650000,4040,3,1,2,1,0,1,1,0,1,0,0,0,1346.6666666666667,0.3333333333333333
3773000,8250,3,1,1,1,0,0,0,0,2,0,0,0,2750.0,0.3333333333333333
9100000,6000,4,1,2,1,0,1,0,0,2,0,1,0,1500.0,0.25
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,1,1250.0,0.5
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,1,2474.6666666666665,0.3333333333333333
7525000,6000,3,2,4,1,0,0,0,1,1,0,0,0,2000.0,0.6666666666666666
8400000,7950,5,2,2,1,0,1,1,0,2,0,0,1,1590.0,0.4
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,1,715.0,0.3333333333333333
1750000,2910,3,1,1,0,0,0,0,0,0,0,0,0,970.0,0.3333333333333333
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,0,2250.0,0.5
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,0,2140.0,0.5
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,1,1450.0,0.3333333333333333
9681000,6000,4,3,2,1,1,1,1,0,2,0,1,0,1500.0,0.75
6720000,5020,3,1,4,1,0,0,0,1,0,1,0,1,1673.333333333333,0.3333333333333333
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,1,1766.666666666667,0.3333333333333333
2590000,3600,2,2,2,1,0,1,0,0,1,0,0,0,1800.0,1.0
6083000,9620,3,1,1,1,0,1,0,0,2,1,0,0,3206.666666666666,0.3333333333333333
3290000,2145,3,1,2,1,0,1,0,0,0,1,0,0,715.0,0.3333333333333333
8043000,7482,3,2,3,1,0,0,1,0,1,1,0,0,2494.0,0.6666666666666666
6860000,6000,3,1,1,1,0,0,0,1,1,0,0,0,2000.0,0.3333333333333333
4935000,5948,3,1,2,1,0,0,0,1,0,0,1,0,1982.666666666667,0.3333333333333333
7962500,6000,3,1,4,1,1,0,0,1,2,0,0,1,2000.0,0.3333333333333333
10150000,16200,5,3,2,1,0,0,0,0,0,0,0,1,3240.0,0.6
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,1,1193.75,0.25
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,1,1750.0,0.5
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,1,960.0,0.3333333333333333
5600000,6600,4,2,1,1,0,1,0,0,0,1,1,0,1650.0,0.5
2940000,2700,2,1,1,0,0,0,0,0,0,0,0,0,1350.0,0.5
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,1,1025.0,0.25
5250000,10269,3,1,1,1,0,0,0,0,1,1,1,0,3423.0,0.3333333333333333
8540000,6540,4,2,2,1,1,1,0,1,2,1,0,0,1635.0,0.5
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,0,3375.0,0.5
5950000,7231,3,1,2,1,1,1,0,1,0,1,1,0,2410.333333333333,0.3333333333333333
8400000,5500,4,2,2,1,0,1,0,1,1,1,1,0,1375.0,0.5
3220000,3120,3,1,2,0,0,0,0,0,0,0,0,0,1040.0,0.3333333333333333
4970000,7686,3,1,1,1,1,1,1,0,0,0,1,0,2562.0,0.3333333333333333
5950000,6540,3,1,1,1,1,1,0,0,2,1,0,0,2180.0,0.3333333333333333
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1,1534.5,0.5
4403000,4920,3,1,2,1,0,0,0,0,1,0,1,0,1640.0,0.3333333333333333
9800000,5750,3,2,4,1,1,0,0,1,1,1,0,1,1916.666666666667,0.6666666666666666
4060000,4320,3,1,2,1,0,0,0,0,2,1,0,0,1440.0,0.3333333333333333
5740000,5000,3,1,3,1,0,0,0,1,0,0,1,0,1666.666666666667,0.3333333333333333
5040000,6600,3,1,1,1,1,1,0,0,0,1,0,0,2200.0,0.3333333333333333
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,0,3000.0,0.5
3990000,3960,3,1,2,1,0,0,0,0,0,0,0,0,1320.0,0.3333333333333333
4480000,4000,3,1,2,1,0,0,0,0,2,0,0,0,1333.3333333333333,0.3333333333333333
4095000,5600,2,1,1,1,0,0,0,1,0,0,1,0,2800.0,0.5
4543000,4100,2,2,1,1,1,1,0,0,0,0,1,0,2050.0,1.0
4900000,4520,3,1,2,1,0,1,0,1,0,0,1,0,1506.666666666667,0.3333333333333333
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,1,3850.0,0.5
7343000,11440,4,1,2,1,0,1,0,0,1,1,1,0,2860.0,0.25
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,0,1417.5,0.5
4270000,4500,2,1,1,1,0,0,0,1,2,0,0,0,2250.0,0.5
4830000,6862,3,1,2,1,0,0,0,1,2,1,0,0,2287.333333333333,0.3333333333333333
4515000,3450,3,1,2,1,0,1,0,0,1,0,1,0,1150.0,0.3333333333333333
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,0,1333.3333333333333,0.3333333333333333
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,1,1350.0,0.25
4956000,2800,3,2,2,0,0,1,0,1,1,0,1,0,933.3333333333335,0.6666666666666666
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,0,1160.0,0.3333333333333333
4900000,4120,2,1,1,1,0,1,0,0,1,0,1,0,2060.0,0.5
6755000,6000,4,2,4,1,0,0,0,1,0,0,0,1,1500.0,0.5
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1,650.0,0.3333333333333333
3570000,3150,3,1,2,1,0,1,0,0,0,0,0,0,1050.0,0.3333333333333333
4200000,2747,4,2,2,0,0,0,0,0,0,0,1,0,686.75,0.5
7210000,7680,4,2,4,1,1,0,0,1,1,0,1,0,1920.0,0.5
7210000,6000,3,2,4,1,1,0,0,1,1,0,0,0,2000.0,0.6666666666666666
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,1,2020.0,0.5
4550000,5360,3,1,2,1,0,0,0,0,2,1,0,1,1786.666666666667,0.3333333333333333
4025000,5400,3,1,1,1,0,0,0,0,3,0,1,0,1800.0,0.3333333333333333
4830000,4160,3,1,3,1,0,0,0,0,0,0,0,1,1386.666666666667,0.3333333333333333
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,1,1216.6666666666667,0.3333333333333333
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,1,1680.0,0.3333333333333333
4480000,5885,2,1,1,1,0,0,0,1,1,0,0,1,2942.5,0.5
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,1,1150.0,0.3333333333333333
7140000,6000,3,2,2,1,1,0,0,0,1,0,1,0,2000.0,0.6666666666666666
4200000,2325,3,1,2,0,0,0,0,0,0,0,1,0,775.0,0.3333333333333333
6790000,12090,4,2,2,1,0,0,0,0,2,1,0,0,3022.5,0.5
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,1,1967.0,0.5
5950000,7320,4,2,2,1,0,0,0,0,0,0,0,0,1830.0,0.5
4340000,6450,4,1,2,1,0,0,0,0,0,0,1,0,1612.5,0.25
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,1,1040.0,0.3333333333333333
8400000,7475,3,2,4,1,0,0,0,1,2,0,0,1,2491.6666666666665,0.6666666666666666
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1,883.3333333333335,0.3333333333333333
4305000,4400,2,1,1,1,0,0,0,0,1,0,1,0,2200.0,0.5
7875000,6550,3,1,2,1,0,1,0,1,0,1,0,0,2183.333333333333,0.3333333333333333
5110000,3000,3,1,2,1,0,1,0,0,0,0,0,1,1000.0,0.3333333333333333
4319000,4032,2,1,1,1,0,1,0,0,0,0,0,0,2016.0,0.5
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,1,1833.333333333333,0.3333333333333333
5810000,5200,3,1,3,1,0,0,0,1,0,0,1,0,1733.333333333333,0.3333333333333333
4025000,3460,3,2,1,1,0,1,0,1,1,0,0,0,1153.3333333333333,0.6666666666666666
4795000,7000,3,1,2,1,0,1,0,0,0,0,0,1,2333.333333333333,0.3333333333333333
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,1,1323.3333333333333,0.3333333333333333
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,1,1160.0,0.3333333333333333
5005000,8150,3,2,1,1,1,1,0,0,0,0,1,0,2716.6666666666665,0.6666666666666666
3430000,2145,3,1,3,1,0,0,0,0,0,1,0,0,715.0,0.3333333333333333
11410000,7420,4,1,2,1,1,1,0,1,2,0,0,0,1855.0,0.25
4900000,6720,3,1,1,1,0,0,0,0,0,0,0,1,2240.0,0.3333333333333333
6930000,13200,2,1,1,1,0,1,1,0,1,0,0,0,6600.0,0.5
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,0,1606.666666666667,0.3333333333333333
6930000,8880,3,2,2,1,0,1,0,1,1,0,0,0,2960.0,0.6666666666666666
4550000,3760,3,1,1,1,0,0,0,0,2,0,1,0,1253.3333333333333,0.3333333333333333
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,1,4050.0,0.5
3780000,2856,3,1,3,1,0,0,0,0,0,1,0,0,952.0,0.3333333333333333
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,0,948.0,0.25
4515000,3520,2,1,2,1,0,0,0,0,0,1,0,0,1760.0,0.5
4893000,3420,4,2,2,1,0,1,0,1,2,0,1,0,855.0,0.5
4098500,3600,3,1,1,1,0,1,0,1,0,1,0,0,1200.0,0.3333333333333333
8080940,7000,3,2,4,1,0,0,0,1,2,0,0,0,2333.333333333333,0.6666666666666666
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,0,1740.0,0.5
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,1,2060.0,0.5
6650000,6500,3,2,3,1,0,0,0,1,0,1,0,0,2166.6666666666665,0.6666666666666666
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,1,1756.0,0.5
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,1,2940.0,0.5
7420000,7440,3,2,1,1,1,1,0,1,0,1,1,0,2480.0,0.6666666666666666
7910000,6000,4,2,4,1,0,0,0,1,1,0,1,0,1500.0,0.5
6083000,4300,6,2,2,1,0,0,0,0,0,0,0,0,716.6666666666665,0.3333333333333333
4382000,4950,4,1,2,1,0,0,0,1,0,0,1,0,1237.5,0.25
6440000,5000,3,1,2,1,0,0,0,1,0,0,1,0,1666.666666666667,0.3333333333333333
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,1,1592.5,0.5
6510000,6670,3,1,3,1,0,1,0,0,0,1,0,1,2223.333333333333,0.3333333333333333
5040000,10700,3,1,2,1,1,1,0,0,0,0,1,0,3566.666666666666,0.3333333333333333
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,1,1815.0,0.5
7560000,6000,4,2,4,1,0,0,0,1,1,0,0,0,1500.0,0.5
8120000,6840,5,1,2,1,1,1,0,1,1,0,0,0,1368.0,0.2
3332000,2145,3,1,2,1,0,1,0,0,0,1,0,0,715.0,0.3333333333333333
3920000,3816,2,1,1,1,0,1,0,1,2,0,0,0,1908.0,0.5
12250000,8960,4,4,4,1,0,0,0,1,3,0,0,0,2240.0,1.0
6300000,9000,3,1,1,1,0,1,0,0,1,1,0,0,3000.0,0.3333333333333333
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,1,2480.0,0.5
5600000,4800,5,2,3,0,0,1,1,0,0,0,0,1,960.0,0.4
7840000,6360,3,2,4,1,0,0,0,1,0,1,0,0,2120.0,0.6666666666666666
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,1,1815.0,0.5
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,0,1820.0,0.5
4620000,3880,3,2,2,1,0,1,0,0,2,0,1,0,1293.3333333333333,0.6666666666666666
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,1,1020.0,0.3333333333333333
3290000,6060,3,1,1,1,1,1,0,0,0,0,0,0,2020.0,0.3333333333333333
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,0,2006.666666666667,0.3333333333333333
7420000,7440,3,2,4,1,0,0,0,0,1,1,0,1,2480.0,0.6666666666666666
6615000,4000,3,2,2,1,0,1,0,1,1,0,1,0,1333.3333333333333,0.6666666666666666
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,1,1680.0,0.5
4620000,4160,3,1,1,1,1,1,0,1,0,0,0,1,1386.666666666667,0.3333333333333333
6090000,8372,3,1,3,1,0,0,0,1,2,0,0,1,2790.666666666666,0.3333333333333333
2380000,2787,4,2,2,1,0,0,0,0,0,0,0,0,696.75,0.5
5652500,6660,4,2,2,1,1,1,0,0,1,1,1,0,1665.0,0.5
4690000,6000,2,1,1,1,0,1,0,1,1,0,0,0,3000.0,0.5
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,1,875.0,0.25
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,1,3970.0,1.0
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,1,1200.0,0.3333333333333333
7980000,9000,4,2,4,1,0,0,0,1,2,0,0,0,2250.0,0.5
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,0,1000.0,0.3333333333333333
3675000,3630,2,1,1,1,0,1,0,0,0,0,0,0,1815.0,0.5
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,0,1792.0,0.5
5250000,9800,4,2,2,1,1,0,0,0,2,0,1,0,2450.0,0.5
4900000,3000,3,1,2,1,0,1,0,1,0,0,1,0,1000.0,0.3333333333333333
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,0,2000.0,0.5
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,0,3675.0,0.5
4753000,6440,2,1,1,1,0,0,0,1,3,0,1,0,3220.0,0.5
4690000,3630,3,1,2,1,0,0,0,0,2,0,1,0,1210.0,0.3333333333333333
5383000,6450,3,2,1,1,1,1,1,0,0,0,0,1,2150.0,0.6666666666666666
5775000,6000,3,2,4,1,0,0,0,1,0,0,0,1,2000.0,0.6666666666666666
6440000,8580,5,3,2,1,0,0,0,0,2,0,0,0,1716.0,0.6
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,1,711.6666666666665,0.6666666666666666
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,1,1545.0,0.5
5495000,2817,4,2,2,0,1,1,0,0,1,0,0,0,704.25,0.5
4907000,4200,3,1,2,1,0,0,0,0,1,0,0,0,1400.0,0.3333333333333333
7490000,6600,3,1,4,1,0,0,0,1,3,1,0,0,2200.0,0.3333333333333333
8645000,8050,3,1,1,1,1,1,0,1,1,0,0,0,2683.333333333333,0.3333333333333333
3815000,3150,2,2,1,0,0,1,0,0,0,0,1,0,1575.0,1.0
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,0,2820.0,0.5
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,1,536.25,0.5
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,1,2020.0,0.5
5033000,4800,2,1,1,1,1,1,0,0,0,0,1,0,2400.0,0.5
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,1,4314.666666666667,0.3333333333333333
5600000,6360,3,1,3,1,0,0,0,0,0,1,1,0,2120.0,0.3333333333333333
4550000,5320,3,1,2,1,1,1,0,0,0,1,1,0,1773.333333333333,0.3333333333333333
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,1,1817.5,0.5
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,1,1495.0,0.5
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,1,1692.0,0.3333333333333333
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,1,1456.666666666667,0.3333333333333333
3675000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1800.0,0.5
7070000,6240,4,2,2,1,0,0,0,1,1,0,0,0,1560.0,0.5
4515000,9860,3,1,1,1,0,0,0,0,0,0,1,0,3286.666666666666,0.3333333333333333
4130000,4632,4,1,2,1,0,0,0,1,0,0,1,0,1158.0,0.25
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,1,1500.0,0.5
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,0,2205.0,0.3333333333333333
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,1,910.0,0.25
4550000,3520,3,1,1,1,0,0,0,0,0,1,1,0,1173.3333333333333,0.3333333333333333
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,1,1250.0,0.3333333333333333
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,1,1283.3333333333333,0.3333333333333333
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,1,1440.0,0.3333333333333333
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,0,1240.0,0.25
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,1,1088.0,0.25
5950000,6254,4,2,1,1,0,1,0,0,1,1,1,0,1563.5,0.5
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,0,1330.0,0.3333333333333333
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,1,1475.0,0.5
7700000,6000,4,2,4,1,0,0,0,0,2,0,1,0,1500.0,0.5
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,1,1466.666666666667,0.3333333333333333
6195000,5500,3,2,4,1,1,0,0,1,1,0,1,0,1833.333333333333,0.6666666666666666
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,1,1283.3333333333333,0.3333333333333333
4900000,6300,3,1,1,1,0,0,0,1,2,0,1,0,2100.0,0.3333333333333333
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,0,1710.0,0.5
3850000,3180,2,2,1,1,0,1,0,0,2,0,1,0,1590.0,1.0
4340000,4500,3,2,3,1,0,0,1,0,1,0,0,0,1500.0,0.6666666666666666
5285000,4600,2,2,1,1,0,0,0,1,2,0,1,0,2300.0,1.0
8890000,4600,3,2,2,1,1,0,0,1,2,0,0,0,1533.333333333333,0.6666666666666666
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1,795.0,0.25
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,1,1300.0,0.25
6790000,4000,3,2,2,1,0,1,0,1,0,1,1,0,1333.3333333333333,0.6666666666666666
4410000,4900,2,1,2,1,0,1,0,0,0,0,1,0,2450.0,0.5
5145000,3410,3,1,2,0,0,0,0,1,0,0,1,0,1136.6666666666667,0.3333333333333333
5943000,15600,3,1,1,1,0,0,0,1,2,0,1,0,5200.0,0.3333333333333333
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,0,918.0,0.5
